timestamp,ecology,material,railroad_1line,big_market_raion,life_sq,floor,kitch_sq,healthcare_centers_raion,culture_objects_top_25_raion,build_count_block,build_count_frame,build_count_brick,build_count_monolith,build_count_foam,green_zone_km,railroad_station_avto_min,big_road1_km,university_km,office_km,prom_part_500,office_sqm_500,cafe_count_500_price_4000,trc_count_1500,mosque_count_1500,prom_part_2000,cafe_count_5000_price_high,mosque_count_5000,gdp_quart_growth,price_doc
2011-09-26,poor,a,no,no,38.0,15.0,6.423614476784691,1,0,104.0,0.0,215.0,7.0,0.0,0.037287047000000004,4.030786689,4.535959382,3.731153302,1.058810313,0.0,0,0,3,0,19.99,0,0,3.3,8254400
2011-09-27,good,a,no,no,27.0,3.0,5.996955234322432,1,0,34.0,0.0,66.0,1.0,0.0,0.484754927,6.3082397189999995,0.059742495,1.0771349890000002,0.386846125,17.07,10000,0,2,0,16.88,0,0,3.3,5900000
2011-09-27,good,a,no,no,20.0,12.0,6.909164000290786,1,0,14.0,25.0,73.0,9.0,0.0,0.013879313,5.162444004,0.9930292159999999,7.3009880260000015,0.25734808600000003,0.0,5395,0,5,0,5.48,2,0,3.3,6200000
2011-09-28,good,a,no,no,34.0,2.0,6.928484737194852,1,0,25.0,0.0,0.0,2.0,0.0,0.26943062100000004,8.248398991,0.227407095,7.937007611,1.4373598669999998,0.0,0,0,8,0,10.96,0,0,3.3,4900000
2011-09-28,excellent,a,no,no,18.0,4.0,5.743929513906312,3,0,4.0,0.0,75.0,3.0,0.0,0.415969614,3.267603106,3.3136226339999997,3.55648164,1.1069336,0.0,0,0,3,0,13.62,0,1,3.3,4400000
2011-09-28,nodata,a,no,no,19.0,1.0,5.223450797918634,0,0,22.0,7.0,4.0,3.0,0.0,0.03483544,3.736720497,3.2637932519999997,3.32839071,1.37968573,0.0,0,0,2,0,7.96,0,0,3.3,3900000
2011-09-30,poor,a,no,no,18.0,2.0,6.696129674165176,2,0,45.0,0.0,26.0,2.0,0.0,0.7949519270000001,2.6332537819999997,1.614760664,1.878315392,1.558456355,0.0,0,0,4,0,5.06,0,0,3.3,4500000
2011-09-30,poor,a,no,no,18.0,9.0,6.696129674165176,2,0,45.0,0.0,26.0,2.0,0.0,0.473971446,4.164745185,0.881972619,2.2036469640000003,2.728859195,0.0,0,0,5,0,2.88,0,0,3.3,2000000
2011-10-01,good,a,no,no,22.0,24.0,6.491026130873549,1,0,9.0,12.0,124.0,50.0,0.0,0.038322552999999995,3.809587751,1.250605833,9.380269048999999,0.654486143,0.0,0,0,9,0,8.01,1,0,5.0,2312800
2011-10-03,good,a,no,no,23.0,4.0,5.768649932739898,4,0,49.0,0.0,98.0,7.0,0.0,0.08668192599999999,7.993116866,1.99951431,1.052437593,0.295824393,0.0,5000,0,3,0,4.54,0,0,5.0,6200000
2011-10-03,good,a,no,no,28.0,2.0,5.996955234322432,1,0,34.0,0.0,66.0,1.0,0.0,0.016884607,3.653418213,0.21142187199999998,4.390268819,0.621891518,0.0,0,0,2,0,0.0,0,1,5.0,5300000
2011-10-03,poor,a,no,no,19.0,11.0,5.719799685283767,0,0,55.0,0.0,28.0,12.0,0.0,0.34814866,0.505506439,2.137104323,3.200637359,1.486581608,0.0,0,0,1,0,19.75,0,0,5.0,5150000
2011-10-03,poor,a,no,no,33.0,1.0,6.499210023797977,3,0,129.0,0.0,54.0,4.0,0.0,0.39595188600000003,0.502838615,3.170453965,4.983664329,2.49136108,0.0,0,0,1,0,10.87,0,1,5.0,1000000
2011-10-03,good,a,no,no,19.0,6.0,7.956111704406703,3,0,112.0,5.0,38.0,8.0,0.0,0.05816249,3.2113842160000003,0.40733187200000004,4.323383045,0.52964846,0.0,0,0,4,0,0.79,0,0,5.0,5098000
2011-10-03,poor,a,no,no,29.0,9.0,6.257911737572536,1,0,59.0,0.0,206.0,4.0,0.0,0.160669926,3.2848809410000004,1.170405242,2.926547699,0.615731096,23.32,0,0,2,0,38.46,0,0,5.0,5500000
2011-10-03,excellent,a,yes,no,37.0,11.0,5.500268866836704,0,1,36.0,0.0,135.0,3.0,0.0,0.011110305,3.6961531410000004,0.097221302,0.513987134,0.092286819,7.58,197235,0,3,0,24.06,4,1,5.0,6000000
2011-10-04,poor,a,no,no,25.0,1.0,6.2023962577346525,2,0,108.0,0.0,105.0,4.0,0.0,0.19010900600000002,4.578716163,1.778354971,3.36902245,1.585649211,4.67,0,0,5,0,4.04,0,0,5.0,5500000
2011-10-04,poor,a,no,no,39.0,4.0,6.423614476784691,1,0,104.0,0.0,215.0,7.0,0.0,0.268605484,5.540336012999999,5.015775134,4.099180572,0.512311858,10.26,0,0,2,0,22.81,0,0,5.0,2000000
2011-10-04,satisfactory,a,no,no,35.0,6.0,6.341775547540399,1,0,173.0,19.0,245.0,116.0,1.0,0.14265649800000002,7.081540347000001,4.0922804610000005,17.57659059,4.823671406,0.0,0,0,0,0,1.08,0,1,5.0,5000000
2011-10-04,poor,a,no,no,46.0,12.0,5.54186329170004,0,0,17.0,14.0,250.0,5.0,0.0,0.52655498,0.507887393,0.723598402,0.146792975,0.112755904,0.0,103800,0,8,0,13.99,1,0,5.0,9950000
2011-10-04,poor,a,no,no,44.0,14.0,6.353840461851671,0,0,47.0,0.0,0.0,5.0,0.0,0.221275478,4.771750098,1.016290776,6.460856651,1.080170618,0.0,0,0,8,0,4.07,0,1,5.0,990000
2011-10-04,good,a,no,no,34.0,4.0,6.316717648586218,6,0,85.0,3.0,356.0,13.0,0.0,0.186207633,5.548326391,3.374485888,1.294575098,1.1986987820000001,9.72,0,0,5,0,13.21,0,0,5.0,7200000
2011-10-05,good,a,no,no,60.0,12.0,6.338063266213855,1,0,95.0,0.0,4.0,3.0,0.0,0.068053903,6.516140893999999,1.517672084,3.609422285,1.247872297,0.0,0,0,3,0,14.89,0,2,5.0,10011000
2011-10-05,good,a,no,no,29.0,9.0,6.909164000290786,1,0,14.0,25.0,73.0,9.0,0.0,0.086102623,4.044187313,0.54186745,7.42892521,0.17665945,0.0,175395,0,10,0,4.64,2,0,5.0,1000000
2011-10-05,excellent,a,yes,no,50.0,16.0,5.500268866836704,0,1,36.0,0.0,135.0,3.0,0.0,0.011110305,3.6961531410000004,0.097221302,0.513987134,0.092286819,7.58,197235,0,3,0,24.06,4,1,5.0,7100000
2011-10-05,poor,a,no,no,45.0,11.0,5.3274790450920495,3,0,46.0,0.0,84.0,8.0,0.0,0.27971122800000003,2.311752935,0.040130964,2.3019222459999997,0.337003835,13.22,12700,0,2,0,19.65,0,1,5.0,2000000
2011-10-07,poor,a,no,no,28.0,3.0,7.956111704406703,3,0,112.0,5.0,38.0,8.0,0.0,0.625006038,1.726921421,1.6454248059999999,0.878083732,1.711226706,0.0,0,0,4,0,5.53,0,0,5.0,5300000
2011-10-07,poor,a,no,yes,46.0,17.0,6.371136318032166,1,0,28.0,0.0,0.0,3.0,0.0,0.098220275,9.48536529,0.58048867,3.229689805,2.479907115,0.0,0,0,1,0,5.86,0,0,5.0,8900000
2011-10-07,good,a,no,yes,30.0,13.0,6.8916150340198445,1,0,53.0,0.0,3.0,8.0,0.0,0.158797991,5.422395655,0.13828829,1.1270003240000002,0.254951799,0.0,17893,0,2,0,14.13,0,0,5.0,7800000
2011-10-07,good,a,no,no,64.0,2.0,6.316717648586218,6,0,85.0,3.0,356.0,13.0,0.0,0.125808403,6.996946664,2.332038125,0.338153789,0.804087349,0.0,0,1,5,0,3.25,0,0,5.0,17600000
2011-10-07,good,a,no,no,31.0,1.0,7.254490533689647,3,0,88.0,0.0,68.0,8.0,0.0,0.7831986870000001,5.965178064,2.252273459,1.752304621,1.560609729,0.0,0,0,3,0,17.62,0,0,5.0,1000000
2011-10-07,satisfactory,a,no,no,30.0,9.0,6.341775547540399,1,0,173.0,19.0,245.0,116.0,1.0,0.26887925,4.11577473,2.6408466219999998,15.57965704,4.230372137,0.0,0,0,3,1,2.89,0,1,5.0,990000
2011-10-07,satisfactory,a,no,no,19.0,8.0,6.043274380874099,0,0,58.0,0.0,18.0,14.0,0.0,0.37544456200000004,2.563457646,0.952891233,4.023803372,1.2857199529999999,0.04,0,0,5,0,19.39,0,0,5.0,1000000
2011-10-07,good,a,no,no,33.0,2.0,6.341775547540399,1,0,173.0,19.0,245.0,116.0,1.0,0.18810364100000002,3.0515368560000002,1.566291087,14.46506432,4.21316475,0.0,0,0,4,0,4.84,0,1,5.0,9000000
2011-10-07,good,a,no,no,21.0,7.0,6.174807257876011,1,0,49.0,0.0,147.0,5.0,0.0,0.138509477,4.122498887,2.2426059769999998,2.442395763,0.536767211,7.5,0,0,4,0,9.01,0,2,5.0,6700000
2011-10-08,excellent,a,no,no,44.0,5.0,6.423614476784691,1,0,104.0,0.0,215.0,7.0,0.0,0.332676094,5.465420242,3.8641769189999997,2.5504464430000002,0.623162686,7.1,0,0,0,0,5.96,0,0,5.0,990000
2011-10-08,nodata,a,no,no,20.0,7.0,5.223450797918634,0,0,22.0,7.0,4.0,3.0,0.0,0.50843367,3.8593660080000003,3.47704983,1.649911764,1.393669043,0.45,0,0,2,0,10.07,0,0,5.0,4000000
2011-10-08,satisfactory,a,no,no,28.0,9.0,5.575864413849988,4,0,17.0,0.0,155.0,58.0,0.0,0.43203876399999996,2.8173187680000003,2.377379195,3.439315345,0.7990453829999999,0.0,0,0,5,0,4.07,1,0,5.0,4450000
2011-10-10,satisfactory,a,no,no,19.0,8.0,5.793454721603633,2,0,38.0,0.0,4.0,9.0,0.0,0.131824156,7.527428482,0.100184951,1.411797229,0.018342365,0.0,37800,0,6,0,0.09,1,1,5.0,3775000
2011-10-11,satisfactory,a,no,no,30.0,5.0,5.72494625712284,3,0,26.0,7.0,170.0,7.0,0.0,0.197829595,4.946635632,1.32742049,1.4341001880000002,0.7565898609999999,0.0,0,0,6,0,18.62,5,1,5.0,9500000
2011-10-11,satisfactory,a,no,no,18.0,8.0,6.462846540803866,1,0,13.0,0.0,1.0,18.0,0.0,0.226189914,7.582009929,0.83869753,2.167908092,0.86686584,0.0,0,0,9,0,0.0,1,1,5.0,990000
2011-10-11,poor,a,no,no,30.0,3.0,7.236519717267962,1,0,35.0,0.0,20.0,5.0,0.0,0.281102148,2.793046569,1.677572892,2.508789072,0.65768872,11.6,0,0,8,1,30.56,0,1,5.0,6504000
2011-10-11,excellent,a,no,no,37.0,4.0,6.283054006556863,5,2,19.0,0.0,550.0,48.0,0.0,0.198958629,5.5933032339999995,1.253135841,1.926100318,0.190265376,0.0,18677,0,2,0,1.16,22,1,5.0,12900000
2011-10-12,satisfactory,a,no,no,18.0,1.0,6.312330407018484,0,0,58.0,0.0,184.0,6.0,0.0,0.07392956099999999,3.692451005,2.088761921,8.710952951,0.9732564090000001,10.55,0,0,3,0,22.3,1,0,5.0,500000
2011-10-12,good,a,no,no,30.0,15.0,6.12401649972646,2,0,43.0,79.0,126.0,16.0,0.0,0.097369772,3.3237493010000003,1.9400360209999998,6.502678544,1.670314522,0.0,0,0,5,0,28.74,0,0,5.0,7100000
2011-10-12,poor,a,no,no,45.0,7.0,6.734855518003457,0,0,14.0,0.0,2.0,2.0,0.0,0.12133612099999999,4.0433051939999975,2.313813394,4.713539311,1.551646193,0.0,0,0,5,0,1.39,0,0,5.0,990000
2011-10-12,poor,a,yes,no,25.0,5.0,6.257911737572536,1,0,59.0,0.0,206.0,4.0,0.0,0.10104576300000001,1.133037328,0.3683680170000001,1.7014549840000002,0.284449226,10.18,28700,0,0,0,45.32,0,0,5.0,5350000
2011-10-12,poor,a,no,no,16.0,9.0,5.8002043240155325,1,0,5.0,0.0,174.0,4.0,0.0,0.15343688800000002,2.241683335,1.869073631,1.357735146,0.142695922,0.0,63530,2,7,0,3.09,25,2,5.0,8600000
2011-10-12,good,a,no,no,28.0,4.0,6.928484737194852,1,0,25.0,0.0,0.0,2.0,0.0,0.192241954,7.393387982,1.0377092620000001,6.901410621,0.864903277,0.0,0,0,11,0,7.39,0,1,5.0,5950000
2011-10-13,good,a,no,no,34.0,3.0,6.338063266213855,1,0,95.0,0.0,4.0,3.0,0.0,0.025313537,5.4418894589999995,1.324455637,3.833894416,1.4217243309999998,0.0,0,0,2,0,10.37,0,1,5.0,2900000
2011-10-13,poor,a,no,no,1.0,6.0,5.861203855813082,2,0,82.0,0.0,175.0,5.0,0.0,0.483662902,0.833283482,0.173667278,3.530180712,0.122705549,0.01,38622,0,4,0,21.39,1,1,5.0,4146000
2011-10-13,excellent,a,no,no,19.0,9.0,6.423614476784691,1,0,104.0,0.0,215.0,7.0,0.0,0.310569245,4.182095745,3.555403998,2.6745841919999997,0.70680419,12.8,0,0,2,0,3.95,0,0,5.0,5200000
2011-10-13,poor,a,no,no,30.0,1.0,5.841798748878869,3,0,9.0,47.0,71.0,13.0,0.0,0.345908079,4.8224563830000005,1.856804321,6.617580317000001,0.248081286,28.81,30000,0,6,0,19.66,0,1,5.0,6300000
2011-10-13,poor,a,no,no,43.0,14.0,5.719799685283767,0,0,55.0,0.0,28.0,12.0,0.0,0.09844885099999999,1.538680171,1.839138472,3.3989974010000004,1.548415316,37.67,0,0,2,0,26.04,0,0,5.0,1000000
2011-10-13,poor,a,no,no,27.0,14.0,6.316717648586218,6,0,85.0,3.0,356.0,13.0,0.0,0.0,4.377769122,3.014827073,1.0930504220000001,0.701635454,0.0,0,0,4,0,4.23,0,0,5.0,7200000
2011-10-13,excellent,a,no,no,20.0,8.0,6.0299439161105965,0,0,53.0,0.0,114.0,5.0,0.0,0.400846226,3.4846589860000003,1.939968432,0.715792207,0.8820851690000001,0.0,0,0,2,0,15.92,0,0,5.0,6200000
2011-10-13,excellent,a,no,no,31.0,1.0,6.423614476784691,1,0,104.0,0.0,215.0,7.0,0.0,0.5303748739999999,5.476300987999999,3.9007473839999998,2.71329783,0.93722272,5.53,0,0,2,0,7.86,0,0,5.0,6800000
2011-10-13,poor,a,no,no,28.0,4.0,5.941017904333807,5,0,68.0,1.0,159.0,0.0,0.0,0.497697669,1.5105080690000001,0.7277046220000001,0.561904431,0.348020149,11.31,48600,0,4,0,33.42,1,0,5.0,6350000
2011-10-13,good,a,no,no,19.0,8.0,7.254490533689647,3,0,88.0,0.0,68.0,8.0,0.0,0.808651426,5.360394213,3.1430182419999997,3.139970628,0.660346089,90.71,0,0,2,0,30.44,0,0,5.0,4750000
2011-10-14,good,a,no,no,43.0,4.0,7.417662171997341,1,0,16.0,0.0,2.0,0.0,0.0,0.262569393,11.21014986,0.803223517,6.7555281460000005,1.98755775,1.05,0,0,1,0,8.85,0,0,5.0,8100000
2011-10-14,good,a,no,no,32.0,15.0,5.839858238185448,3,0,13.0,83.0,114.0,18.0,0.0,0.680658848,1.345767245,2.6584794290000002,9.011300164,2.8173361630000002,1.44,0,0,1,0,20.16,0,0,5.0,6800000
2011-10-14,poor,a,no,no,47.0,6.0,6.296721951440964,0,0,78.0,0.0,148.0,4.0,0.0,0.44399377100000004,3.346361335,1.00969729,2.9934661310000004,1.112405034,30.3,0,0,1,0,28.46,0,0,5.0,5759000
2011-10-14,poor,a,no,no,31.0,12.0,7.956111704406703,3,0,112.0,5.0,38.0,8.0,0.0,0.121873257,1.59214288,1.176470053,1.067787194,1.445652168,0.0,0,0,3,0,5.06,0,0,5.0,990000
2011-10-14,nodata,a,no,no,33.0,2.0,5.3655299286891385,0,0,30.0,0.0,6.0,1.0,0.0,0.20039768600000002,3.807250962,3.7229209360000004,3.0417262739999997,1.00486381,0.77,0,0,2,0,6.47,0,0,5.0,6100000
2011-10-14,poor,a,no,no,42.0,1.0,6.283054006556863,5,2,19.0,0.0,550.0,48.0,0.0,0.298218632,2.650534234,0.734352577,0.7647258459999999,0.25739543600000003,0.0,27700,0,1,0,1.63,20,2,5.0,11000000
2011-10-14,excellent,a,no,no,30.0,5.0,6.423614476784691,1,0,104.0,0.0,215.0,7.0,0.0,0.12646178800000002,4.939308298,3.634556672,1.674245461,0.36734924799999996,10.66,150000,0,0,0,4.51,0,0,5.0,7950000
2011-10-15,excellent,a,no,no,21.0,6.0,6.734855518003457,0,0,14.0,0.0,2.0,2.0,0.0,0.17659065300000001,3.590927553,3.44494887,3.003827507,0.803886201,0.0,0,0,7,0,0.46,0,0,5.0,4950000
2011-10-15,poor,a,no,no,325.0,7.0,6.669046894487425,1,0,72.0,0.0,22.0,7.0,0.0,0.317645218,4.948008855,0.675466123,3.6866415060000004,3.310054408,0.0,0,0,6,0,2.69,0,0,5.0,5000000
2011-10-15,poor,a,no,no,32.0,5.0,6.37425800914767,2,0,101.0,0.0,149.0,2.0,0.0,0.021416737999999998,2.265986455,2.448240105,1.2745903159999998,0.84054849,11.02,0,0,0,0,25.29,0,1,5.0,4800000
2011-10-15,good,a,no,no,20.0,3.0,6.669046894487425,1,0,72.0,0.0,22.0,7.0,0.0,0.37786401799999997,3.979880665,0.33947174399999996,3.346300427,1.711521632,0.0,0,0,0,0,4.93,0,0,5.0,4850000
2011-10-15,good,a,no,no,29.0,3.0,7.236519717267962,1,0,35.0,0.0,20.0,5.0,0.0,0.111377625,6.248353712999999,3.5849628589999996,2.52858237,1.676916219,0.0,0,0,6,0,12.63,0,1,5.0,2000000
2011-10-17,poor,a,no,no,20.0,2.0,5.941017904333807,5,0,68.0,1.0,159.0,0.0,0.0,1.047523093,1.018302999,1.23456714,1.2009737679999999,0.18834279199999998,19.96,33809,0,1,0,25.62,1,0,5.0,4700000
2011-10-17,good,a,no,no,32.0,1.0,5.88381502389295,1,0,4.0,0.0,0.0,4.0,0.0,0.144202592,4.39656182,0.9569675679999999,5.0664009000000005,3.01206513,0.0,0,0,6,0,7.85,0,0,5.0,6100000
2011-10-17,excellent,a,no,no,28.0,3.0,6.555231723816752,3,1,70.0,1.0,296.0,19.0,0.0,0.35835340299999996,1.944559343,0.29934867800000003,2.710924753,0.658997218,0.0,0,0,14,0,31.66,5,1,5.0,5000000
2011-10-18,excellent,a,no,no,17.0,10.0,6.734855518003457,0,0,14.0,0.0,2.0,2.0,0.0,0.250273924,4.077967991,3.2365087860000004,2.44271113,0.9196779979999999,0.0,0,0,7,0,0.46,0,0,5.0,2000000
2011-10-18,good,a,no,no,27.0,1.0,6.338063266213855,1,0,95.0,0.0,4.0,3.0,0.0,0.172279214,7.377778577000001,0.964325193,5.210266487,0.732301515,0.43,0,0,0,0,15.47,0,1,5.0,6000000
2011-10-18,good,a,no,no,34.0,7.0,6.316717648586218,6,0,85.0,3.0,356.0,13.0,0.0,0.306524085,6.281390879,2.555380251,0.148044698,1.066336017,0.0,0,0,5,0,3.73,0,0,5.0,1000000
2011-10-18,poor,a,no,no,27.0,7.0,6.600538430006635,2,0,52.0,0.0,43.0,3.0,0.0,0.364170715,6.987333738999999,2.040559197,9.185229537,1.801854309,0.0,0,0,1,0,7.43,0,0,5.0,1500000
2011-10-18,good,a,no,no,30.0,3.0,6.165864034680243,0,0,191.0,0.0,51.0,0.0,0.0,0.681773037,6.94999065,0.965277561,2.530432573,0.982141096,0.0,0,0,4,0,3.67,0,0,5.0,8150000
2011-10-18,excellent,a,no,no,64.0,11.0,5.982696699227293,5,0,94.0,0.0,217.0,7.0,0.0,0.8126724479999999,2.542207915,1.228284323,2.8393389030000002,0.9995837320000001,1.15,0,0,2,0,26.45,0,0,5.0,4600000
2011-10-18,excellent,a,no,no,108.0,20.0,5.9810092986243175,2,0,42.0,0.0,94.0,4.0,0.0,0.491644776,2.383592946,0.508591394,1.8298615530000002,0.23737213199999999,59.42,190164,0,8,0,37.33,0,1,5.0,14103600
2011-10-18,excellent,a,no,no,20.0,1.0,6.4673181524017505,1,1,83.0,0.0,67.0,4.0,0.0,0.193642268,6.933831296,2.427612592,3.530297187,1.487138513,0.0,0,0,4,0,16.15,0,0,5.0,5600000
2011-10-19,excellent,a,no,yes,18.0,3.0,6.867991425578192,3,0,58.0,0.0,209.0,4.0,0.0,0.241298497,3.495724752,2.8442609,0.911036757,1.320025316,0.0,0,0,3,0,2.34,0,0,5.0,4450000
2011-10-19,good,a,no,no,32.0,13.0,5.839858238185448,3,0,13.0,83.0,114.0,18.0,0.0,0.610414506,2.8233690910000004,3.022085689,11.14034219,3.866134498,0.0,0,0,1,0,1.56,0,0,5.0,7050000
2011-10-19,poor,a,no,no,22.0,11.0,6.353840461851671,0,0,47.0,0.0,0.0,5.0,0.0,0.25540661,4.578104902,0.588989282,6.150106755,0.711071565,0.0,0,0,12,0,16.42,0,1,5.0,1000000
2011-10-19,satisfactory,a,no,no,22.0,18.0,5.506765359158157,1,0,34.0,0.0,11.0,47.0,0.0,0.500875647,8.129271272,0.070328318,2.819441312,0.403349165,0.0,11500,0,4,1,3.98,1,1,5.0,6800000
2011-10-19,poor,a,no,no,38.0,2.0,5.7847646084983095,1,0,55.0,0.0,72.0,6.0,0.0,0.090303909,4.1689742789999995,0.608484028,1.8591925409999999,0.8433541809999999,22.2,0,0,7,0,25.69,0,1,5.0,6450000
2011-10-20,excellent,a,no,no,35.0,5.0,5.837242767250836,2,0,52.0,0.0,156.0,9.0,0.0,0.283729973,3.94558616,0.267144788,1.8952156230000001,0.323590228,25.97,194600,0,8,0,14.21,0,0,5.0,7000000
2011-10-20,satisfactory,a,no,no,42.0,2.0,6.181303750197464,0,0,81.0,4.0,66.0,24.0,0.0,0.338183676,1.950629613,2.302043603,4.627620241,1.54324698,0.0,0,0,3,0,1.88,3,1,5.0,7500000
2011-10-20,excellent,a,no,no,50.0,18.0,7.565731574908407,5,0,3.0,0.0,4.0,17.0,0.0,0.143627116,4.660543273,4.377001262,2.582060276,0.866372494,0.0,0,0,13,0,9.84,0,0,5.0,10800000
2011-10-20,poor,a,no,no,19.0,8.0,5.899592219530767,1,0,97.0,0.0,4.0,13.0,0.0,0.238555126,3.4380306189999996,0.22209934,3.956688531,0.361541338,45.67,68633,0,4,0,34.94,0,1,5.0,5250000
2011-10-20,good,a,no,no,45.0,11.0,6.341775547540399,1,0,173.0,19.0,245.0,116.0,1.0,0.084933879,5.22464002,3.052802942,14.68069305,5.298060379,0.0,0,0,4,1,2.21,0,1,5.0,9850000
2011-10-20,nodata,a,no,no,54.0,9.0,5.247411886480879,3,0,26.0,0.0,33.0,10.0,0.0,0.394689513,7.151322762,1.406902011,2.053564218,0.5288885839999999,0.0,0,0,2,0,7.1,0,0,5.0,1000000
2011-10-20,excellent,a,no,no,19.0,11.0,5.743929513906312,3,0,4.0,0.0,75.0,3.0,0.0,0.0,3.229844228,4.545806476,3.90981111,1.87682263,0.0,0,0,4,0,6.9,0,0,5.0,2000000
2011-10-20,poor,a,no,no,28.0,7.0,6.049939613255852,1,0,39.0,0.0,2.0,7.0,0.0,0.21458405100000005,3.733158146,0.827352651,3.0650318260000002,0.929953736,14.07,0,0,3,0,30.46,0,1,5.0,5550000
2011-10-20,good,a,yes,no,20.0,12.0,6.341775547540399,1,0,173.0,19.0,245.0,116.0,1.0,0.07048149299999999,4.355403112,2.843945021,14.87929738,4.804960031,0.0,0,0,4,1,2.21,0,1,5.0,3000000
